Country Name,Aruba,Africa Eastern and Southern,Afghanistan,Africa Western and Central,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czechia,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Not classified,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People's Rep.",Portugal,Paraguay,West Bank and Gaza,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkiye,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,USA,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Viet Nam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1980,,3.389496368,12.2016567,5.4858676,,,,6.850598083,,6.973002856,,,0.690721649,,,,,,,,1.368649569,,3.138375543,0.913557207,,,,,5.97364195,2.275938717,1.559000586,,,4.203809269,2.248867261,2.087321935,1.745174856,13.27630061,,5.924969111,,,0.97051453,,0.93015353,12.4669698,2.227284879,5.813225906,1.245113807,10.26821066,,,,5.436570796,,5.296798197,,1.107959596,1.972163956,1.496444246,5.824966528,,6.80261499,,4.278059988,6.487012274,4.136781158,3.053236231,5.890381938,,5.979258672,,3.611903613,5.720605106,9.2984994,1.579851443,3.181093229,5.256252843,,,0.716089005,2.008948205,,3.130178986,,,0.359873601,,,3.708593499,2.456525315,,4.285997069,,0.283147541,6.220968722,,1.463595711,5.62313527,,0.643470365,,7.261596947,6.982209052,4.948888375,5.018383429,,4.737364627,,8.258352404,,,9.291676152,,1.887906412,3.615938882,6.51520239,0.750759697,6.326428157,,,2.088931995,,,,,1.327986262,6.222477872,6.069695609,,,5.284761595,12.75957061,0.734483932,7.334433115,6.24989124,6.3720369,,1.494219511,6.494974339,6.704070644,1.250490987,,,,,,,1.681305963,,,0.097377451,0.126834994,7.177120867,1.495815561,,6.710006883,,,12.61502514,5.265532293,9.034671081,,,,,3.565435316,1.885426047,1.428956144,4.573361571,5.824547712,,,,5.80215973,0.859196432,4.558985836,3.036705025,7.796422834,,,6.293986639,3.190061812,6.380988469,2.805043708,0.171320038,6.623022582,4.613042476,,3.51888845,0.338936572,,,,15.2389569,9.656259955,,3.245583206,6.278058054,,,2.066851029,,,7.663114105,4.999943436,0.370912267,,2.951945582,3.036047004,0.743774334,3.553279703,,,,4.513740226,,4.511350574,7.952514863,,,,,1.975539123,2.889807064,,1.683432711,2.154180945,,1.698733626,,3.053747461,,3.343638509,,,7.352969102,,9.034671081,5.076335381,7.663114105,4.511350574,11.35516581,2.039789708,4.278059988,,0.172559825,0.080040963,,6.892520973,12.46493309,6.161654509,,1.342166202,9.394395807,,,,,6.348082471,0.447535934,,,3.632313236,1.245196335,2.658323189
1981,,1.966098852,7.3064036,2.001272442,,,,5.11498729,,3.641995836,,,0.586122207,,,,,,,,0.639674263,,4.082433152,0.942223819,,,,,3.375849548,2.308936643,1.792200281,,,2.994391008,3.670173962,1.359808582,1.524921988,10.30597332,,4.464720551,,,0.504876472,,0.932636066,10.1064284,1.983978898,4.3058495,1.048515692,12.25233625,,,,5.253322944,,4.671773467,,0.697412277,1.540408493,1.604189744,4.641484533,,4.593678591,,2.769116582,5.006919716,2.380494111,1.786767866,4.59053368,,4.860406118,,5.22638696,4.464924576,6.085872549,1.353536388,2.218685607,3.875533606,,,1.184917004,1.411558088,,2.411732909,,,0.31077099,,,2.38874168,2.549772673,,1.958413648,,0.149114384,4.749783223,,1.044701446,3.757085831,,0.699705617,,4.872013268,4.660823637,2.584631238,2.089068396,2.918039876,3.47778249,,5.432987958,,,2.390025374,,2.18712037,3.261436894,5.032147613,0.521233156,4.202147973,,,1.224793292,,,,0.911603139,1.049514785,5.868628206,4.263159543,,,9.223025115,6.641062703,0.644611177,5.864660524,4.570897173,4.277189209,,1.937347118,3.551978651,3.955907832,1.015319049,,,,,,,1.016666099,,,0.38475054,0.141555404,5.047205362,1.323757438,,3.949436916,,,14.0409828,3.819273975,4.730438599,,,,,3.409443364,0.88447351,1.243784248,3.6918511,3.847847961,,,,1.970575574,1.075318092,3.656609177,3.101250681,6.84355506,,,4.680046013,3.072888932,6.645658637,2.501863963,0.14829532,3.446073526,3.076025079,,3.065403209,,,,,8.051536133,8.96087891,,2.320140268,4.668061595,,,1.524921988,,,5.008631042,5.125305782,0.090663631,,2.952464466,2.205837234,0.504901519,2.594034014,,,,1.983106372,,1.982279991,9.059197736,,,,,1.856033755,1.772553186,,1.308366492,1.401929033,,1.321139231,,2.233979614,,2.722106156,,,5.882673794,,4.730438599,3.91288902,5.008631042,1.982279991,13.38037369,1.652105203,2.769116582,,0.167910795,0.904843761,,4.174926238,9.207679548,4.082218402,,1.582131227,7.590082009,,,,,4.68730985,0.598940002,,,1.788229141,0.960285414,1.867568607
1982,,2.047250675,8.472038872,1.69112452,,,,5.203785702,,4.451287046,,,0.644640605,,,,,,,,0.888940135,,4.373757173,1.084285342,,,,,5.93845725,1.206051146,2.184044044,,,4.107508535,2.306548342,1.658867081,2.170478173,12.47856285,,4.11871946,10.532624,,0.445022149,,0.333518755,8.205693874,2.537145334,4.441915763,2.072852264,9.196652886,,,,5.965878068,,5.291842776,,1.020683819,1.485497378,1.141013805,4.010943736,6.898465976,4.639057892,,3.014108162,5.757301409,1.504501023,1.879410715,5.020704093,,4.235952619,,3.637059067,4.883795008,,1.486854466,2.420566071,4.011441253,,,1.923093671,1.303393475,,4.167386444,,,0.744674277,,,2.773027392,1.336431251,,2.373429289,,0.318374411,5.379218555,,1.37697247,4.60900342,,0.303539467,,5.593986327,5.387298996,2.771712027,2.149807618,2.048188028,3.580124564,,5.431671899,,,5.82231546,,1.532105044,3.550505347,5.055639882,0.679358017,3.784894093,,,1.440010592,,,,0.751536264,1.142848425,7.040536637,4.41678934,,,6.484256618,7.137662653,0.722908092,5.421477592,4.537347366,4.561623753,,1.964430002,4.116731104,5.229475441,0.645297696,6.872209048,,,,,,1.111015343,,,0.31833201,1.014856944,5.364649213,0.61193268,,5.241388973,,,15.79104568,2.402622921,,,,,,2.669127174,1.126463337,0.796206799,3.245507669,4.586891183,,,,1.171359738,2.011998055,4.325741976,3.422701902,6.522211562,,,5.370707836,3.195120653,7.367251071,2.997847965,0.124327839,4.002138919,1.786484005,,3.735803069,,,,,10.70067897,8.556474588,,2.816450059,5.383949477,,,2.170478173,,,5.061755595,5.029863489,0.193356751,,3.232729687,4.163623873,0.274759476,3.454902742,,,,1.924888125,,1.923766726,8.0286348,,,,,1.991859407,1.557365881,,1.192349953,1.519710827,,2.018300481,6.898465976,2.655363004,,3.026598288,,,5.44368243,,,4.158143983,5.061755595,1.923766726,10.20581199,1.986696974,3.014108162,,0.049341405,1.792672008,,5.83510039,8.844404335,4.837333048,,0.750289133,5.974770303,,,,0.806653452,5.366957675,0.69438446,,,1.964326589,1.168745464,1.749693441
1983,,2.26363008,6.574214392,1.84620669,,,,4.794680906,,2.790053011,,,0.960967742,,,,,,,,2.669796059,,4.636642641,1.084453801,,,,,5.340502989,1.74959097,2.019024803,,,4.729617836,2.406855211,1.400238584,2.119651617,11.05781235,,4.042308213,11.32916468,,0.908924203,,0.090292497,5.796974486,2.523229386,4.407148197,2.718744978,6.42095734,,,,5.611462393,,4.901786334,,0.34521615,2.169957046,1.279743457,3.454303504,7.689395596,4.9540573,,2.815496621,5.406440943,3.408902139,1.685105849,4.952741375,,4.25335134,,2.485175154,4.788197722,,1.27489957,2.397818866,4.17586978,,,1.11848729,1.255715832,,4.827829542,,,0.271106562,,,2.642555721,2.126580305,,3.365124677,,0.204041175,4.907526826,,1.331895556,4.054668303,,0.366464716,2.196185928,6.091263613,5.856034099,3.170125901,3.18380079,2.235383788,3.149066997,,5.31354411,,,,,1.745400421,3.271469304,5.673559486,0.423974723,3.731643614,,,2.782773359,,,,0.648283753,0.955866181,6.60593612,3.449379496,,,17.79112646,6.208080298,0.827726553,6.270664868,3.586379961,3.796392054,,1.663936807,3.712088741,5.201116906,0.836847273,6.921402363,,,,,,0.936450037,,,0.522268816,0.511196644,4.977711106,2.375737657,,5.223467291,,,17.43329497,2.51435951,,,,,,2.109077744,0.69512711,0.546615776,2.845493661,3.703544361,,,,1.014960258,,4.068429066,3.543043715,4.104195072,,,4.852242134,2.958692585,8.070149714,4.478777895,0.341613162,4.619608922,0.904283384,,3.740645942,,,,,9.722462304,10.22530804,,3.317047252,4.911113529,,,2.046751592,,,4.964926289,4.741437632,0.155927839,,3.537685311,5.368962393,0.99058205,3.30712853,,,,2.147903866,,2.146419042,7.363383048,,,,,2.146777207,1.896680416,,0.983355381,0.88349598,,2.15549921,7.689395596,2.499316302,,2.477844296,,,6.300779841,,,5.34501794,4.964926289,2.146419042,7.289897433,1.955153782,2.815496621,,0.259117165,2.351611945,,5.794383753,9.164663831,3.912365032,,0.842945127,11.34992129,,,,0.916497827,5.077690645,1.460587818,,,2.093025191,1.281142422,2.056295459
1984,,1.97927355,4.448785153,2.501762834,,,,4.489554235,,2.505728001,,,0.99452496,,,,,,,,1.657890414,,3.914878067,1.373751276,,,0.453996282,,5.759616028,4.73164664,2.03386548,,,5.647637448,2.81865578,0.938047453,1.990725912,9.997484959,,4.032444456,9.4110158,,0.346768853,,0.079162092,3.048687618,0.614951128,4.966605106,3.079518357,4.420914849,,,,5.018491581,,4.387811546,,1.014454511,1.744384523,1.723370347,2.79491572,6.661202752,4.795183345,,2.223175173,4.878433209,2.716570213,1.249782543,4.466265459,,5.508259558,,1.199174137,4.299838778,,2.323589727,2.552329304,3.800790872,,,1.205813017,0.986362453,,6.454884044,,,0.264176819,,,2.400720945,2.359295969,,3.133584904,,0.203104982,4.277407313,,1.267922835,4.031524327,,0.403303752,2.675114636,5.533225209,5.322751064,2.513857857,2.24540167,2.844245454,2.864399473,,5.384315683,,,,,1.383182166,2.680456713,4.83733121,0.650555773,2.548155378,,,2.529300653,,,,1.185393332,1.044033471,5.812662047,4.020109415,,,3.539508448,4.805432468,0.995710456,5.821033559,2.562783583,2.547174795,,2.797462393,3.515918744,4.793091291,0.680762798,5.932783838,,,,,,0.645106777,,,1.060508237,0.571035484,4.62708529,3.220794539,,4.827423794,,,15.6593849,2.315108557,,,,,,1.843779292,0.715868903,1.730277284,2.574869779,2.522135522,,,,1.68923334,,3.437263031,4.785020599,3.041610623,,,4.168239803,3.065624381,7.141252694,2.409263165,0.372192808,5.667540955,1.044950155,,3.593532743,0.957733002,,,,8.213547419,8.18598996,,3.430680021,4.251571362,,,1.877722482,,,4.660448511,4.864889629,0.196979753,,3.90488014,4.468813961,0.404432513,2.832102568,,,,2.181322872,,2.179998519,6.212518515,,,,,1.89292543,1.961605431,,0.505747966,1.334687196,,2.541367351,6.661202752,1.822307512,,2.539438818,,,5.846902025,,,7.025874315,4.660448511,2.179998519,5.455944745,1.422852414,2.223175173,,0.314737545,2.007324633,,5.231611371,7.454362259,2.653561802,,1.724663677,10.62981045,,,,0.975766477,4.504626097,2.109298656,,,1.38657032,0.603648798,2.05766727
1985,,3.379071106,6.759329312,2.91863888,,,,6.553080987,,5.002369294,,,0.911406322,,,,1.627108678,,,,1.464812012,,5.155429903,1.442491994,,,1.150524018,,5.376052716,4.688282676,2.275952084,,,10.82578214,2.204918374,0.940450036,2.545760354,10.82023185,,4.698635216,4.904785992,,0.630922491,,0.06542027,3.829239008,2.167285043,6.557033619,3.903574939,3.99819635,,,,5.842917439,,4.59959769,,0.597440033,2.684151113,2.295996199,4.248095896,4.096440095,6.227465331,,1.93855679,5.156827348,3.071536798,1.416129231,4.568765344,,5.209860034,,2.255194665,4.4079844,10.1807474,3.014763295,2.889874765,4.220301185,,,1.079673123,1.194446734,,6.956783936,,,0.209456053,,,2.206446249,2.783356948,,3.884104302,,0.219676463,4.664286417,,1.032856437,4.478466658,,0.251783848,3.526912225,5.58796889,5.39586162,2.840237466,2.447207672,3.244740075,3.376519424,,5.603183206,,,,,1.984626629,3.269421848,4.198781421,1.081963013,2.366397685,,,2.616610418,,,,1.517912429,1.159369059,7.22148033,4.333788138,,,1.777939361,10.53147721,0.979987088,6.670050839,3.218766769,3.623264413,,2.259116164,3.913393683,4.535527107,0.820279872,4.625972055,,,,,,0.808475957,,,0.913792829,0.559427618,6.497288518,2.183764725,,4.548882454,,,14.96906194,2.091953409,,,,,,1.193721858,0.788268717,1.343908492,3.705807789,2.78306621,,,,2.13228601,,3.667249602,6.600372472,2.245418135,,,4.430434932,3.210164327,7.921183976,2.203344083,0.181740138,7.519953524,1.581851713,,4.194314789,0.810394622,,,,9.785080379,6.912887604,,3.411046493,4.539227232,,,1.79905044,,,4.995179889,6.634800832,0.140922073,,5.222289652,3.455432539,0.736022325,3.019603548,,,,3.190043445,,3.187082729,6.805272145,,,,,2.391341855,2.727102644,,0.673338927,0.843084921,,1.359269328,4.096440095,1.655033869,,3.022326636,,,6.702002988,,,7.0971636,4.995179889,3.187082729,5.238971864,0.97759664,1.93855679,,0.162937479,0.841364342,,4.769446332,8.569061995,2.924834455,,1.794149512,12.26925206,,,,1.127995462,4.813866857,2.791894928,,,1.374316585,1.94793656,2.680835869
1986,4.925194467,4.477441404,5.631435527,3.936511291,,,,7.243017313,,4.540152829,,,1.024508795,,,,3.127271008,,,,1.756445781,,5.866023968,1.778818988,,,2.016645753,,5.271933385,3.217684699,2.397982151,,,13.81244563,2.337339828,1.082639351,2.646161682,9.436949243,,5.438121146,5.171386764,,0.289438404,,0.095404757,5.954062226,2.883782826,6.259961979,3.950697563,2.226692897,,,,6.857527763,,4.343792275,,1.626957129,1.983549364,2.419160873,3.914510759,4.570698961,5.994238538,,2.456775287,4.867723897,2.931214751,1.888470417,4.538897137,,5.662656482,,3.150263726,4.380652757,,1.51648009,3.589764033,4.210830735,,,0.740805999,1.469954528,,6.925655623,,,2.113652076,,,2.824029679,2.180483016,,5.243618211,,,4.503251945,,1.084867755,4.359386132,,0.555513581,3.322080069,5.58778483,5.412106315,3.045809005,2.780736524,3.13650411,3.332550929,,5.928524356,,,,,2.536394676,3.904829975,4.459810117,0.739285373,2.884150346,,,2.483701779,,,,1.60360308,1.105417181,8.001485628,3.93597629,,,2.836935964,14.5636404,1.605581102,5.638402645,3.034632682,3.401089358,,1.832547944,4.222066846,4.982921155,1.072019751,5.005390951,,,,,,1.093232332,,,1.972670309,0.781766481,7.111735867,2.972954673,,5.011761391,,,14.33916378,1.997884916,,,,,,0.865435915,2.136918598,0.889758725,5.096751803,3.01487072,,,,3.212164441,,3.456464956,4.761732322,3.161009329,,,4.318323916,3.538287453,9.004713161,2.209057704,0.317493062,5.474103812,3.858957181,,3.702473954,0.64827528,,,,9.544871442,4.581842349,,3.679880442,4.386767618,,,2.423032937,,,5.231915967,6.348759482,0.767081628,,5.304254528,2.803949711,9.075431967,3.204508813,,,,4.311474719,,4.307671254,7.749934992,,,,,2.355288649,2.78423327,,0.533102238,1.762652267,,0.622837773,4.570698961,2.163106569,,3.741040141,,,5.671021852,,,5.503565699,5.231915967,4.307671254,2.789421433,1.209817608,2.456775287,,0.590601722,0.660927029,,5.300570927,11.34786469,3.166281019,,2.741358998,9.793371316,,,,2.3037705,4.65699413,4.95098705,,,1.474734218,0.801687504,2.446840864
1987,4.570656402,6.074098258,8.359290522,2.489348006,,,,7.530272793,,3.546871812,,,0.891679209,,,,2.569638576,,,,3.378501902,,4.019355053,1.228712689,,,2.346186028,,5.257598778,3.226948652,2.440854327,,,16.9795181,3.275743828,1.451651227,2.178750666,10.0976154,,5.48489367,6.723970032,,0.323242325,,0.085012362,5.328247944,4.179096388,8.241873009,3.154816089,1.574108222,,,,6.572932714,,5.029928462,,2.679244656,3.344035871,1.009488826,5.170503741,5.511124639,6.364024154,,2.469000443,5.256490173,2.190550731,2.594624449,5.038209209,,7.252023145,,2.067984102,4.869415308,,3.488550369,2.90370394,3.96334411,,,0.12460826,2.357151275,,2.997268539,,,1.908176319,,0.071780907,3.564429012,2.210217489,,3.599732948,,,4.856624077,,1.032704687,4.184354914,,0.582496299,2.433727343,5.906166872,5.721216644,2.962410964,2.367453751,4.018485598,3.514756215,,5.781032456,,,,,1.882211012,3.896669822,4.82505096,1.074262862,2.74500137,,,1.443596323,,,,1.315483102,0.968459237,6.741528814,4.541610819,,,0.494531045,12.75513674,1.740325422,5.967655361,4.137024545,4.369358883,,1.422984066,4.167423119,5.401533067,0.861628017,5.422926008,,,,,,1.559084737,,,3.062521989,0.879558472,7.326293621,5.953468565,,5.419493188,,,13.96604448,3.068662681,,,,,,1.395315153,3.534803299,1.682880468,5.565295861,3.0995523,,,,2.281205758,1.192064409,3.786835785,4.965680522,4.639402975,,,4.716012993,6.47145081,10.2808672,2.038852618,0.166557309,2.829984255,2.722558299,,3.24809997,1.261192017,,,,9.629604422,4.616509889,,3.936051602,4.738547249,,,2.645157041,,,5.302478885,7.920567558,0.138108361,,4.842297414,3.384768613,0.345096821,3.663471093,,,,5.24191101,,5.235721801,9.140652159,,,,,2.378224507,2.697143185,,0.831138962,2.227248341,,1.578712495,5.511124639,2.237344385,,3.81999675,,,5.997008281,,,6.654474547,5.302478885,5.235721801,1.39290193,1.875647681,2.469000443,,0.274618819,0.920469966,,5.825373611,11.68428489,3.265035988,,1.988369552,9.739491382,,,,3.871061213,4.995229194,6.119065058,,,1.893324324,1.168815757,2.698441004
1988,3.38449797,6.159198426,9.132613575,1.976982477,,,,6.297118173,,4.785784831,,,1.061543856,,,,2.990633725,,,,3.661313983,,4.429786471,1.246412487,,,2.691647045,,5.024334912,3.338838313,2.134678734,,,15.01012076,3.861038209,1.678723552,1.824626754,7.889574017,,5.366234272,5.523393777,,0.85750427,,0.079571104,5.422376392,3.151472042,7.764111651,3.880397941,1.386118481,,,,5.489882537,,3.567361815,,1.610619294,3.269951449,1.373450572,3.614616948,4.507456658,4.942717623,,2.544948654,4.215707928,1.980470342,2.049985692,4.119758504,,6.819092958,,1.324339305,3.98954926,,2.837694687,4.423599609,2.856639012,,,0.459781225,1.94724442,,2.67291079,,,1.357816612,,0.583796556,3.762688129,1.57562069,,2.572803921,,,3.913706573,,0.486861061,4.052616919,,0.474960078,2.126967839,4.438572599,4.337421618,2.893378595,1.925329595,3.29528818,3.633841448,,3.990473316,,,,,1.692820618,2.600169183,4.320433661,0.786429812,1.208674012,,,1.318706115,,,,1.072601351,2.650855114,3.29191299,3.4902784,0.043060514,,,8.879615711,1.443901507,4.172669092,4.224863913,4.580163526,,1.059625716,3.044083589,4.262029554,0.649371823,4.46253262,,,,,,1.533296069,,,3.526243026,2.032519365,6.119310476,2.071713705,,4.256276123,,,11.06053314,4.477447194,,,,,,1.10349493,3.57321593,3.236856208,3.944082568,2.481403048,,,,1.480136436,1.77866857,3.123135927,4.250910812,4.088443949,,,3.741788043,4.395371978,8.890845455,1.500970097,0.220426191,2.569278087,2.199889971,,2.34517024,1.467749462,,,,6.928389148,2.761208951,,4.576789066,3.7877545,,,1.942059514,,,3.93632864,7.604455934,0.112695101,,4.100102608,2.598702813,0.530039192,2.955864857,,,,5.244884202,,5.239961112,8.00910229,,,,,2.052006187,2.6558627,,0.440683333,2.081000735,,1.757610929,4.507456658,2.113513842,,3.614021355,,,4.193483603,,,5.273683653,3.93632864,5.239961112,0.973006236,2.460876188,2.544948654,,0.628064878,0.75467833,,4.613346191,10.30084697,2.606233194,,1.722337808,5.091533106,,,,4.183291849,3.973240302,6.790588716,,,1.047684062,1.058297663,2.263065732
1989,2.921822227,7.983148868,10.29928755,3.190418087,,,,5.084092993,,2.890490685,,,0.873556108,2.938675826,,,4.725594228,,,,1.511842048,,3.237752278,0.87165982,,,2.66035039,,5.157675285,3.053404985,1.515136051,,,17.65865079,4.007921906,1.530299657,2.40449146,7.391992799,,4.824632256,5.083723162,,0.424117044,,0.091146104,5.322495054,4.757397063,6.318331219,3.499562818,1.374581842,,,,5.418692059,,3.365238959,,1.096645448,1.924101679,0.737929102,3.148065719,4.282277885,4.61655093,,3.537153925,4.181654112,2.290239874,2.21611601,4.16217388,,6.535111338,,1.204076203,4.01588539,,2.052823742,3.214660628,2.549886442,,,0.236844136,1.435881308,,3.709528073,,,1.389110432,,0.858856414,3.10329872,1.318040042,,3.032438231,,,3.800330939,,0.228022679,4.691993013,,0.497461978,1.74001886,4.431875838,4.359490463,3.321558624,2.435354182,2.99327043,4.257823409,,3.153607689,,,,,2.108306119,3.290864073,4.543025961,0.461769777,2.906788346,,,1.311682482,,,,1.488990466,2.738381531,4.366948273,3.087146782,0.44717269,,,8.274341106,1.395154165,4.363573423,5.111283698,5.085459114,,1.13755919,2.823163896,4.122909742,0.539388898,4.280668159,,,,,,1.246078865,,,3.887906615,1.899099507,5.009598276,1.814373138,,4.107418683,,,9.458851906,10.76953141,,,,,,1.737721994,3.995700067,2.364407511,3.659087727,2.653237577,,,,3.21752343,2.240109327,2.932541444,4.276834971,4.507933687,,,3.701620143,5.212925126,9.737655881,1.528748934,0.305945663,3.609063519,1.958654364,,2.439256977,1.54083706,,,,9.047445525,3.743408665,,3.91178929,3.745126203,,,3.645640535,,,3.272032955,5.567517018,0.123463344,,4.302157075,1.731494427,0.182520411,3.131932415,,,,6.562932588,,6.555890293,8.75953095,,,,,2.034294256,2.894405097,,0.619751453,1.644145393,,3.02418815,4.282277885,3.129453902,,4.256666201,,,4.386540786,,,4.141478176,3.272032955,6.555890293,1.69798649,2.315753472,3.537153925,,0.42657761,0.19933541,,4.463520461,8.801173285,2.803189173,,1.728394715,7.895215921,,,,3.963431045,3.88454095,7.493904931,,,1.050296782,0.855259152,1.637719913
1990,2.217400424,7.459935445,,4.486763606,,,,4.481049008,,5.699578958,,,0.849696265,3.291134234,,,3.92654765,,,,1.911982648,,1.672575882,0.922291902,,,3.110616727,,4.529531663,2.929768544,1.519556352,,,15.93399919,3.410203707,1.537353319,2.39814269,6.275043738,,7.149000449,8.500615063,,0.146287933,,0.069623006,6.143243074,3.845075716,6.034168335,2.324750554,2.179066657,,,,5.950936663,,2.723041689,,1.214778226,2.535297502,0.320208706,2.60624874,6.028876803,4.948656467,,3.161186838,3.816041466,3.225601941,2.720219232,3.838398635,,6.120662517,,0.491079409,3.735131982,9.32654476,3.096542797,3.215989856,2.39047333,,,1.365994353,1.26564144,,2.345506658,,,3.135882089,,0.085506887,2.624275294,1.377102928,,2.14057388,,,3.557912022,,0.403735259,,,0.226075328,1.117121472,5.668741867,5.531976929,3.37190382,3.823680848,3.137466453,2.686364673,,2.036402773,,,,,2.311853535,3.326927582,4.27123889,0.68923133,3.549029882,,,0.905754364,,,,1.394462789,2.321806252,,3.695997013,0.467255195,,,9.172221746,1.519581518,5.887408412,,,,1.663630361,2.829521795,5.057820084,0.703992182,5.747977131,,,,,,3.168424965,,,1.122315631,1.646073154,4.417434979,2.3052882,,5.080654341,,,7.580175327,6.230691408,,,,,,1.23244481,4.579788283,2.674208115,3.604414115,2.592186831,,,,5.025940643,2.180941412,2.447254652,4.163585077,5.027848854,,,3.497739687,5.390044077,8.479816801,1.102867351,0.737734506,3.789510606,1.486571603,,2.983306361,2.938918068,,,,8.633725807,3.546363978,,4.181589464,3.525315133,,,1.663000076,,,2.014881518,3.575395925,0.133650094,,4.733258242,1.290645496,0.227263182,4.002338584,,,,6.327169698,,6.320356421,7.672608727,,,,,2.882067576,2.984249875,,0.754471925,1.416209074,,3.098576151,6.028876803,2.934666488,,4.411704474,,,5.917718145,,,5.186749443,2.014881518,6.320356421,3.302713415,1.57793054,3.161186838,,1.389575655,0.719020434,,5.584540433,7.747667025,2.735575893,,1.892894006,11.85992478,,,,3.313106441,3.894416694,8.587895866,,,1.194654801,1.033586506,1.550255825
