Country Name,Aruba,Africa Eastern and Southern,Afghanistan,Africa Western and Central,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Not classified,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People's Rep.",Portugal,Paraguay,West Bank and Gaza,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,USA,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
2000,,140.0331944,100,138.2116781,,,,32.45208037,14.42070666,587.0632653,,,,235.2522307,,,,,,8857.180157,114.7718816,30.4339092,0.140095719,,,19.95884264,,,,250.5421483,,,,,,18.46306766,58.93626832,592.9466667,,92.60326609,119.973872,,,,,208.6212361,,,1246.268657,3.343261896,260.8,,,,100.7785646,60.97090141,,,225.1612903,,83.15315315,,103.4822355,,28.98161327,63.75909453,,86.25665465,108.7864737,,119.1331338,92.46792333,,99.70706065,100.3854291,88.20058997,,255.5363748,,,,156.5217391,42,,,,,,,131.0721472,,,,,,80.03764826,,,186.8257494,52.20391834,,132.5568976,98.6940739,100.1111738,125.3440932,120.6993619,81.85339592,135.3498234,,113.6874603,,318.1581741,160.3307715,113.1707317,176.6666667,4.398278121,318.3823529,,1.366491893,147.4540494,468.3544304,,,,,,83.19874671,0.218679924,244.2053863,,71.19482289,,13.51019406,,208.5570049,127.1457833,202.127617,,2513.894544,105.2351392,101.1862607,,100.0751819,18.56796117,,,,,25.83797468,,,,,36.51028121,161.0124802,,100.9469024,399,,,266.7963684,54.42044592,,,,,,223.2142857,,202.5353673,68.94045661,,,,,,31.54716981,22.28637413,,,164.8927537,89.1026991,,,128.9388928,,7640.324519,230.6627058,,,82.13730167,124.251521,,,122.3463687,,,,78.82165914,,0.066807408,31.42670349,12.36104703,,116.9814932,26.86496564,,73.74517375,,,,,,,,139.9061334,,139.9061334,,,,39.20544308,,222.4267717,,,,187.7247047,,,,33.80818033,,987.9025316,222.5,,208.0725776,,54.42044592,,116.9814932,139.9061334,3.343261896,9.77602108,259.0504679,,,,19.76639712,98.58095042,694.1466667,106.1527956,91.60611376,,82.23972003,,,998.6784141,,92.57367821,,,,128.3460472,3487.888889,163.0177515
2001,,139.4412004,100,51.64075993,,,,31.54608703,12.63994222,198.9363028,,,,224.3361446,,,,,,,123.7386472,46.70720747,0.106458481,,,17.35397543,,,,277.985447,,,,,,20.6926185,66.13520694,,,95.24752475,118.1251874,,,,,676.2243027,,,23434.6,0.734518131,411.8,,,,119.9872327,56.1614383,,,199.1406452,,68.37662338,,104.3473737,,26.96132811,61.31760873,,73.83574562,107.5168596,,126.4060791,75.18030215,,100.3489731,82.54446838,83.42696629,,256.7600787,,,,169.6914701,71.6112532,,,,,,,129.4294294,,,,,,80.82944216,,,63.30275229,51.60152806,,152.3676964,97.69926693,99.1161353,126.0386781,125.5096739,94.70279071,127.1121176,,118.5945931,,210.6132143,149.2716692,96.48301887,20896.55172,4.260693435,297.8629237,,1.417727688,127.8564684,168.499883,,,,,,80.69417419,0.309525148,272.5662663,,73.77455919,,20.04381161,,223.3000866,124.9488796,133.6691894,,2437.024463,106.5390011,100.4141305,,97.96400379,24.36823105,,,,,22.69691241,,,,,34.99213601,200.0190864,,100.3232293,,,,346.7391304,50.72530361,,,,,,196.2199313,,194.2812715,70.87606822,,,,,,35.0463353,21.60232843,,,199.3065693,90.24414136,,,130.4031072,,11382.0485,217.4341922,,,77.25726148,93.05630753,,,113.5991262,,,,79.94524988,,0.116640747,41.36975287,12.78702389,,121.6674879,25.64212214,,51.64075993,,,,,,,,132.5185538,,132.5185538,,,,51.73500882,,301.5800227,,,,136.4941336,,,,31.53983677,,973.4520231,302.5,,221.4873218,,50.72530361,,121.6674879,132.5185538,0.734518131,8.633341967,236.606178,,,,22.29434175,97.0446758,968.05,102.8112413,103.2540138,,57.17552887,,,730.4597701,,92.52847351,,,,132.309561,,177.8037383
2002,,145.7073573,104.7515589,872.6765068,,,,33.29961915,13.31277873,160.8512507,523.6,,,228.4729868,,,,28.12611399,,,129.2054413,97.71015621,0.331462591,,,16.85772232,,,,275.3455241,,,,,,22.81545375,70.09400636,,,96.91335878,126.6816675,,,,,762.5044643,,,,1.781621148,754.8856681,,,,174.4183624,57.44202654,,,223.6252049,,76.11401674,135.4982088,102.5058712,138.0520831,25.65836247,58.34913683,,76.46846392,101.8326532,,135.9301405,111.3048137,,98.11830243,90.54622645,77.06518927,,279.5089126,,,,160.7388316,31.80722892,,,,,,,210.5733728,,,,,,82.78020202,,,491.6604874,70.67179487,,188.0257298,99.58939687,101.3645355,135.0475509,129.324617,111.6578524,146.9319898,,113.401275,,337.8317308,114.9276219,98.70897496,,4.174842261,274.9701391,,2.809025252,129.1602624,25.1059322,,,,,,82.3753024,0.391696044,298.5778249,,44.47016883,,16.76973819,,234.6373673,142.8504867,169.3745599,,2703.376008,105.5470238,102.9074176,,102.2612367,22.22718773,,,,,37.0421408,,,,,36.04658719,389.0802721,,102.7133123,,,,207.3970588,52.37144241,,,,,,185.1960784,,192.9195941,75.27842968,,,,,,24.69555093,24.45637513,,,214.3833672,91.77780058,24781.77512,,131.9291271,,,171.270271,,,71.57670455,148.4313336,,,128.0747436,,,,81.35412316,,0.189182895,39.00992823,10.46361625,,118.6433833,23.56878474,,82.13013699,,,,,,,,188.9200176,,188.9200176,5.560431428,,,54.80823199,16333.49398,307.7100115,,,,134.0184459,,,135.4982088,29.94121015,,945.8059574,,,232.7125194,,52.37144241,,118.6433833,188.9200176,1.418334187,7.976958352,181.3964067,,,,22.87330287,101.3101747,702.3166667,109.3108222,93.57105674,,52.30234579,,,441.1886382,,94.97736473,,,,144.9700899,,131.1625566
2003,,122.9332741,166.8225349,730.9202421,,,,29.38923587,12.44211176,197.5844949,,,,231.1089982,,,,30.15074468,,,130.4410962,107.7159516,0.871298963,,,15.11089291,,,,312.7442437,,,,,,21.07804189,69.28304748,,,88.65921058,113.2319939,,,,,727.3679525,,,,4.171506945,333.1383866,,,,130.9266066,55.02591865,,,191.5562924,,42.62684589,125.0965635,106.3787765,129.1276322,24.96019261,56.95060046,,79.35037986,103.0966239,,124.595985,114.85,,98.38364012,101.1507352,98.18841837,,346.2066157,,,,154.2176988,14.98511111,,,,,,,149.8539263,,,,,,85.39519504,,,443.5414612,71.04750992,,213.832373,97.55741093,99.35884931,135.9048957,128.8836579,111.0242972,153.0050407,,119.9610551,,,121.2790509,191.1666667,,4.486037401,264.9418914,,1.462027345,137.2674597,25.29804304,,,,,,105.9063014,0.285290426,335.103879,,43.65967123,,8.401134265,,262.2490082,147.3912292,204.8922604,,2339.652223,109.0889363,100.8645514,,97.73753407,20.42492443,,,,,35.11287315,,,,,33.92946538,514.8053955,,100.584116,,,,338.5133333,50.33688172,,,,,,306.4542389,,211.8165915,80.00291311,,,,,,25.04391129,25.76363053,,,218.2088209,94.75695599,30056.09641,7.908763039,130.3053461,,,257.573698,,,66.37070376,436.9587659,,,117.1976964,,,,83.23950321,,0.122116225,46.11839593,9.596385113,,123.4536192,24.19661171,,54.51825661,,,,,,,,166.3353032,,166.3353032,7.139102408,,,50.68332576,21640.625,322.8828918,,,,146.8968665,,,125.0965635,29.1839296,,1405.766402,,,261.9796756,,50.33688172,,123.4536192,166.3353032,1.477947545,8.191842362,152.160884,,,,20.91550455,96.59348056,856.563059,126.1506592,86.61417323,,53.31108379,,,443.6171403,,94.91598478,,,,111.2757738,,176.7663685
2004,,141.9291895,170.4664919,767.8478467,,,,31.76969698,12.73771269,222.144902,,,,252.3745,,,,28.62356032,,,140.6429121,54.91225912,1.283094726,,,14.84311207,,,,348.0629677,,,,,,18.08943524,59.80255777,,,108.4823374,110.5477872,,,,,931.6666667,,,,3.601827088,250.7774602,,,,127.6761152,57.52303895,,,327.5758573,,90.69065303,123.6177537,109.8411559,127.9143903,22.54039774,52.8113096,,87.34625014,99.52175793,,118.047293,65.73775169,,92.4381559,92.09959605,88.5865295,,321.8712843,,,,164.4012945,15.1187882,,,,,,,197.1754463,,,,,,82.12739266,,,517.3767229,65.37420677,,170.2559477,98.22324458,99.91815603,135.863534,122.4936751,123.1850403,171.2273066,,121.4863244,,,134.4713032,93.81869755,,4.056099366,219.4468406,,3.91949421,139.1311027,26.64590691,,,,,,105.8653314,0.296982656,357.7868926,,33.04477143,,13.14076582,,276.5778785,168.2019517,229.7049036,,2406.456121,113.0835539,101.5007544,,96.95795609,20.05236472,,,,,28.99345029,,,,,35.60392523,405.4386229,,101.2057361,,,,493.41,54.5348978,,,,,,1030.766269,,352.766097,75.54604279,,,,,,23.00839419,24.43156429,,,241.8220943,91.45175139,29759.37891,6.859572416,129.6745575,,,323.4774388,,,62.53456221,303.5061651,,,146.494444,,,,79.82504949,,0.097106046,37.75874404,8.829472085,,125.0887491,26.00026065,,70.45441894,,,,,,,,189.074774,,189.0763114,6.298263179,,,44.63730372,15435.45232,312.2822195,,,,161.0740957,,,123.6177537,26.52494158,,1065.333222,243.594125,,276.6493109,,54.5348978,,125.0887491,189.0763114,2.246096985,9.314247192,169.7423241,,,,22.40009342,95.90235112,1128.744686,122.7580813,73.25363338,,43.57298475,,,363.7365732,,94.18494724,,,,134.7235967,,135.2991868
2005,,117.2970262,190.4829505,1115.063062,,,,30.03202773,9.620360551,208.3625494,,,,236.9127904,,,,26.4899792,,,164.7302004,45.13951706,1.150574722,,,16.29132693,,,,281.6431161,,,,,,24.38269795,59.95581545,,,95.62152077,115.1949271,,,,,315.9594855,,,,2.48044701,358.7676519,,,,153.1873602,52.8730291,,,,,53.90321646,123.3133188,113.2554073,127.3398773,22.24131243,49.37039499,,83.55026706,88.04620184,,103.7374811,35.71916621,,84.63818421,96.30808586,80.28028721,,226.6491044,,,,175.9629552,22.68507196,,,,,,,194.0128593,,,,,,81.45242336,,,616.2497896,59.10971943,,125.9227374,97.01675335,99.05814012,142.3202278,129.568899,102.5829931,177.8476347,,132.8960089,,,127.7601709,133.9047677,,4.148013105,314.2708973,,4.437307297,141.3419391,33.40128202,,,,,,106.5243448,0.267065484,300.6086476,,20.74086792,,13.65934132,,233.3064355,179.0805623,223.6861881,,2543.207752,115.8150535,100.414864,,93.29770465,18.21839086,,,,,39.66223406,,,,,35.0245041,411.9650561,,100.0976465,,,,142.4204264,57.45963272,,,,,,,,255.1595629,80.66673564,,,,,,21.57752092,26.49374418,,,296.0986427,93.09527078,4.432057912,5.087728769,133.8314674,,,288.0969192,,,74.36081694,347.292472,,,128.6145558,,,,79.35368074,,0.07297949,36.16775104,8.639874865,,136.1103218,21.04728586,,68.60485808,,,,,,,,181.5099794,,181.514847,4.658031918,,,44.84621546,101756.1404,306.6404227,,,,154.5161667,,,123.3133188,27.0177997,,1027.174185,154.1887654,,232.808309,,57.45963272,,136.1103218,181.514847,1.743519454,10.60894534,166.4487577,,,,20.80004474,93.04295615,747.3700294,120.3749477,77.67452943,,48.4137931,,,258.4669921,,93.56161036,,,,104.8142346,,145.1041969
2006,,301.3850687,141.0156498,4661.143295,,,,27.91323778,11.19300106,218.9827268,,,,224.6736474,,,,24.83544533,,,172.0708114,58.08989159,0.967616858,,,23.68635731,,,,279.6966582,,,,,,16.85736368,64.91645748,,,103.9192847,110.0687809,,,,,252.0693746,,,,2.660457636,436.97742,,,,147.6155798,50.34132955,,,,,191.4434783,119.4374153,125.7853209,123.1467108,26.5288581,51.51737835,,76.71541543,84.23977694,,112.7065354,42.57473578,,83.7858647,94.51777751,76.11459094,,163.9060836,,,,174.8713359,17.22493293,,,,,,,356.469859,,,,,,78.42397051,,,2048.151669,73.65624568,,150.9933775,101.1692861,103.0418315,142.3749889,123.9988795,109.0276062,199.3092765,,152.5510538,,,140.7377649,133.2895836,,5.107523795,401.9358274,,1.295050566,136.2961748,37.93640612,,,,,,102.1873594,0.765955204,298.0300241,,14.03458182,,16.17544653,,243.816159,205.7673655,267.9725036,,2571.076742,124.835144,104.2939476,,92.48558707,17.07879658,,,,,33.38126329,,,,,36.24190531,529.385081,,103.8769023,,,,176.0831365,59.17944615,,,,,,,83233.56164,268.6158271,77.69805584,,,,,,22.11938505,22.62282685,,,312.3475062,90.75149009,2.431279947,4.896988136,136.2317727,,,291.7851638,,,75.73789393,327.8355237,,,88.15983579,,,,77.81834781,,0.074730596,34.59992372,9.362766876,,152.6403896,20.96952544,,133.6599306,,,,,,,296.9667504,359.8208841,,359.8238938,4.549566393,,,57.0993228,,255.6919643,,,,156.7154641,,,119.4374153,31.33805435,,1306.143418,174.571342,,242.945644,,59.17944615,,152.6403896,359.8238938,1.849717188,10.76344126,207.9863058,,,,26.71069241,94.82899227,927.1561928,124.8980668,76.01530938,,55.45587995,,,266.1701551,,94.98448176,,,,264.101883,,210.4427418
2007,,276.5981162,96.49024922,997.3618376,,,,24.0991761,11.121421,382.6881166,,,,181.0697894,,,,24.3031639,,,156.5491047,67.77004197,0.555992997,,,20.08581348,,,,340.2846718,,,,,,21.45612693,66.64933524,,,101.0554802,101.1678361,,,,,236.3100231,,,,2.77870105,584.1093035,,,,139.2388195,59.32284051,,,,,61.94800155,113.0243569,126.5215388,116.0490174,25.95251793,51.82730532,,52.58000282,90.23348109,,117.1853674,47.16560344,,88.82623812,85.12038561,66.84451594,,174.2774378,,,,159.7895606,14.51957943,,,,,,,354.1746163,,,,,,76.33058232,,,1185.026948,72.88783742,,227.3868896,100.860213,102.291518,134.0047123,116.2883337,121.0795759,188.2127708,,172.230339,,,171.5237148,145.9644749,,4.13662847,864.8241365,,3.402125834,142.1280673,39.83929006,,,,,,118.8990872,0.78431576,357.7844232,,18.574184,,14.90660604,,279.2341121,190.5352681,266.181576,,2836.462839,129.6606731,103.6826944,,91.28845029,15.39755995,,,,,32.85961632,,,,,29.48630283,433.6209586,,103.3189144,,,,329.6123602,50.59509039,,,,,,,96273.84615,321.6035822,74.60182694,,,,,,19.29386713,22.30445433,,,185.1323407,88.38009612,1.938281518,5.04916306,130.0573792,,,332.586132,,,75.68904594,331.5340739,,,124.8962175,,,,76.36244733,,0.073343895,36.56430595,10.02377509,,166.0398949,17.37043723,,32.18439194,,,,,,,269.6734003,310.8921418,,310.8996549,4.692333132,,,63.12758334,,264.4459627,,,,162.6821425,,,113.0243569,30.80231972,,1529.540139,107.2109139,,278.1861446,,50.59509039,,166.0398949,310.8996549,1.807733619,11.69121002,199.206522,,,,29.40111512,92.98044608,1611.259781,120.4238861,70.8022654,,47.77979447,,,269.3362657,,93.72470215,,,,242.5707246,,171.1091772
2008,,296.3967741,94.17926129,2304.857577,,,,22.74817651,10.9252386,305.8803098,,,,215.5698811,,,,18.38781056,,,207.7809722,75.25912099,0.859666498,,,21.94545375,,,,334.1700978,,,,,,27.59797169,68.39145634,,,102.0200134,98.62345881,,,,,285.1906994,,,,2.452830189,598.1555131,,,,164.7516567,55.67829801,,,,,283.9566755,108.866021,124.3967986,112.0603601,26.93404193,48.67505992,,47.13551847,76.7149314,,89.16995671,65.39182561,,80.86600496,88.22352877,69.25646503,,138.3681115,,,,193.2288401,12.86682053,,,,,,,475.8930247,,,,,,77.10723257,,,1757.229671,90.16378878,,208.7571273,100.0476119,101.5488405,134.2676425,109.3919206,118.397405,227.0195154,,188.9650179,,,122.0506449,133.3566515,,3.173125473,245.7859617,,1.466672204,135.6807304,16.83675971,,,,,,96.47524892,1.362408479,334.5591888,,16.74944167,,18.59361863,,252.5212261,242.9296609,285.9334607,,4221.351992,132.8488827,102.8031424,,89.6535402,13.65653497,,,,,38.69266342,,,,,27.63121865,266.1138206,,102.3787836,,,,166.6796387,48.14789529,,,,,,,66100.54945,299.6148309,83.89973883,,,,,,17.68793955,21.88947728,,,268.3649828,89.30907858,2.824136124,5.513588212,121.6576765,,,755.7403469,,,74.1953125,318.4685618,,,97.09890604,,,,78.57387626,,0.333667,41.54331942,11.92740293,,180.1456148,10.46432616,,90.50151976,,,,,,,304.3417872,349.6716855,,349.6814773,5.088643595,,,61.84499118,,,,,,171.5700717,,,108.866021,31.64412842,,1440.250175,77.2789225,,251.1308155,,48.14789529,,180.1456148,349.6814773,1.743232158,9.473547132,160.7021364,,,,36.18050836,90.09928948,2206.712963,122.9175878,70.18262911,,55.92935714,,,208.0766708,,94.15738056,,,,262.3684613,,147.903481
2009,,200.0428087,108.1295752,520.731963,,,,21.69603742,8.242311771,153.2786359,,,,152.6385416,,,,23.92123599,,,238.0816624,129.9656398,0.51036546,,163.6064094,46.66628739,,,,274.5396646,,,,,,26.10166814,70.49775195,,,83.73309064,96.10379603,,,,,226.9626662,,,,2.245670065,521.7827369,,,,120.5759291,68.28148928,,,,,347.4025974,105.3298475,131.7701815,107.3538721,44.14547444,62.95926519,,46.95668,80.23442408,,106.1450037,423.1193786,,83.61204802,104.6438635,59.21731503,,140.6256648,,,,229.4642857,14.44498052,,,,,,,365.8895314,,,,,,76.63084674,,,3066.176586,39.71012561,,154.9522829,105.2229132,107.4129265,153.3149989,129.3477679,103.4784951,269.1356772,,181.2310086,,,113.6717837,155.584903,,4.821936059,252.3414971,,1.099984608,119.552835,33.97590361,,,,,,125.2249016,0.296173439,266.0474063,,27.41946667,,20.88566643,,205.104579,292.8652068,286.3787265,,2970.098839,137.2959248,108.619403,,90.98774933,16.43647448,,,,,21.7920132,,,,,27.63091449,234.5577014,,108.262925,,,,209.7267657,45.9172438,,,,,,,59977.77778,159.2332863,81.34510765,,,,213.5077551,,16.70896028,27.28455613,,,172.0926439,91.5130297,1.422809624,6.821037135,143.1763258,,,1197.14849,,,89.64068826,338.9036957,,,154.0536076,,,,81.67652079,,0.081213563,43.52159706,17.74189125,,178.7393516,9.849906191,,1660.136054,,,,,,,288.8959146,242.2733726,,242.2818998,6.11028896,,,59.01528495,,,,,,153.205829,,,105.3298475,48.08933193,,1396.251175,,,204.4882776,,45.9172438,,178.7393516,242.2818998,1.782783154,11.62117668,205.3945944,,,,42.18127158,94.89903501,2290.744444,122.63736,77.65029817,,66.00629814,,,311.4992205,,98.28189394,,,,163.6362271,,186.693038
2010,,252.4872652,115.2458825,1753.283752,,,,17.42018674,9.891304348,343.5883938,,,,282.4134604,,,,25.17464004,,,306.3179855,81.86535631,0.985525636,,258.0824164,24.2374591,,,,322.0155018,,,,,,21.54817281,73.40571099,,,47.91909091,93.47178232,,,,,267.3437763,,,,1.047299114,571.5866206,,,,140.2402043,66.07328601,,,,,271.7889908,104.2803358,123.2021483,107.2623984,30.32836477,52.14027902,,42.77267581,84.45414881,,112.1510309,6118.030513,,87.04711883,102.6196269,66.49096726,,159.2693821,,,,209.3795094,11.64192293,,,,,,,179.773373,,,,,,70.98703264,,,2834.085884,63.17239921,,158.7270842,97.22448687,99.40300336,153.4830368,128.5783087,105.9402353,287.2674521,,171.4917641,,,101.2681349,141.9875776,,2.279009901,321.9386706,,1.752476236,122.7958007,101.277007,,,,,,106.9049747,0.514521289,306.0226543,,22.18525217,,15.94262651,,223.1641329,364.4191091,152.7475901,,2748.57,130.9002736,100.9082925,,85.43784065,18.09268286,,,,,18.89508569,,,,,21.20993866,177.8746939,,100.8099899,,,,441.9772097,35.66984111,,,,,,,,334.1856978,72.79508772,,,,1086.449404,,18.60314105,16.94412043,,,172.2945533,84.10739086,1.234137666,7.616663693,129.8517309,,,7391.177825,,,79.67386873,605.4083617,,,106.0680737,,,,74.95178844,,0.332225914,65.2383465,11.37057763,,170.1666654,8.899607972,,1360.171063,,,,,,,189.4152272,401.9059369,,401.9132672,5.621026962,,,63.18752568,,,,,,68.23793985,,,104.2803358,34.56006509,,1832.473182,,,222.3191961,,35.66984111,,170.1666654,401.9132672,0.775575542,10.12766669,161.8619707,,,,48.97853633,88.4627921,1496.858586,119.5191881,80.72959578,,67.87021225,,,258.3030194,,91.25381225,,,,230.0239908,,215.7151899
2011,,418.609674,155.9587823,594.463485,,,,19.70318411,10.64516129,303.389554,,,,242.34266,,,,24.60491742,,,415.4171603,85.60237816,1.768917039,,123.1806563,26.67016301,,,,401.8982874,,,,,,26.39830626,69.08668826,,,57.40734513,93.93347402,,,,,271.6542527,,,,1.045401914,489.563598,,,,183.7391457,59.57737132,,,,,265.8426966,104.6142977,122.6657844,107.8218114,30.31517769,50.67509302,,45.64780171,84.2127411,,95.72401335,17328.73563,,86.17357826,115.7104871,48.32956135,,422.97903,,,,176.5330189,24.16615511,,,,,,,126.9847303,,,,,,75.34194532,,,2124.4749,60.04685172,,134.9010292,98.95030869,101.1006262,154.9716237,118.582442,113.830429,345.6210256,,171.1962371,,,51.66034718,130.5279503,,2.945535201,370.6326871,,4.237943949,132.4813469,106.5948003,,,,,,118.016789,1.066551645,349.7472823,,36.67981034,,42.5846,,254.2259813,451.1784479,189.1242068,,3345.09,129.42728,102.8114997,,89.15335161,15.96109023,,,,,17.51907553,,,,,19.86858296,163.980262,,102.6268497,,,,212.0514468,33.44448085,,,,,,,,307.4935904,81.04293975,,,,311.2307821,,15.6043666,19.57857523,,,211.7111758,88.3676044,1.368852979,6.800064246,126.2138992,,,377.1636315,,,71.51860289,374.3746516,,,82.99404017,,,,79.33925686,,0.14866673,72.8788466,11.4429138,,172.0359225,8.244243421,,488.5055602,,,,,,,175.5632609,459.4856822,,459.4993975,5.096195021,,,48.71521593,,,,,,90.3085554,,,104.6142977,33.94851123,,2574.1045,,,253.3519018,,33.44448085,,172.0359225,459.4993975,0.780050315,26.28518183,142.4909405,,,,44.1290922,91.71338569,2813.590909,129.1715603,76.05280757,,72.86125405,,,243.8760142,,94.11688135,,,,361.5556994,,218.6333333
2012,,410.9479652,114.0888766,312.384113,,,,17.94701083,9.642725824,253.0057898,,,,267.7300119,,,,25.47330308,,,407.8399347,81.12244898,1.655882745,,191.3847311,25.91063647,,,,391.6471284,,,,,,30.08523837,69.82451607,,,36.90288136,94.41666903,,,,,288.1830173,,,,1.353775202,487.8826397,,,,151.3751155,57.16553843,,,,,287.432675,104.2522649,118.620212,107.913484,32.60513559,53.45392036,,45.02206762,85.78579101,,90.7532294,19054.54545,,86.44755615,136.0288791,42.61723646,,499.9426063,,,,162.8587507,28.68555335,,,,,,,148.09606,,,,,,75.96714512,,,2613.431836,41.64792029,,175.7505357,97.85500159,100.1367665,161.185282,118.7503843,118.1671659,402.6590507,,159.5402789,,,42.65495551,169.93405,,3.652427255,288.6700323,,5.183137546,125.9983575,205.0496584,,,,,,258.3868229,1.164243478,349.3342301,,33.0638125,,214.1361,,250.7468838,440.3056626,389.9343989,,2676.1182,120.0833936,101.9571462,,88.27714966,20.16777589,,,,,15.08349498,,,,,18.28226333,221.9514146,,101.671933,,,,175.1681586,32.13050802,,,,,,,,293.8365914,84.49459956,,,,171.8664288,,16.62217069,18.19763486,,,216.2192094,92.52488731,1.290745123,5.674125834,134.2339405,,,228.1946911,,,71.95112921,319.1079391,,,100.1726403,,,,82.03098381,,0.104996898,61.73097823,11.82878491,,163.9726434,6.332453826,,549.0692068,,,,,,,236.3983378,370.6341643,,370.6505977,4.701413068,,,62.97389907,,,,,,128.0105344,,,104.2522649,36.06998453,,2302.653691,,,249.7813005,,32.13050802,,163.9726434,370.6505977,0.989144866,19.7548878,165.2237788,,,,47.01177276,93.85801578,1539.215,131.4242682,70.16897343,,80.32436235,,,194.374251,,93.58124583,,,,324.342633,,208.5714286
